,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
2240,GO:0045793,positive regulation of cell size,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2241,GO:0070242,thymocyte apoptotic process,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2242,GO:0035878,nail development,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2243,GO:1902773,GTPase activator complex,cellular_component,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2244,GO:0045295,gamma-catenin binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2245,GO:0051036,regulation of endosome size,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2246,GO:0001547,antral ovarian follicle growth,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2247,GO:0043422,protein kinase B binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2248,GO:0002732,positive regulation of dendritic cell cytokine production,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2249,GO:0033327,Leydig cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2250,GO:0032276,regulation of gonadotropin secretion,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2251,GO:0019215,intermediate filament binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2252,GO:0071014,post-mRNA release spliceosomal complex,cellular_component,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2253,GO:0051469,vesicle fusion with vacuole,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2254,GO:0033689,negative regulation of osteoblast proliferation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2255,GO:0097371,MDM2/MDM4 family protein binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2256,GO:1903251,multi-ciliated epithelial cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2257,GO:0090670,RNA localization to Cajal body,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2258,GO:0090685,RNA localization to nucleus,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2259,GO:0008172,S-methyltransferase activity,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2260,GO:0090311,regulation of protein deacetylation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2261,GO:2000321,positive regulation of T-helper 17 cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2262,GO:0001188,RNA polymerase I preinitiation complex assembly,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2263,GO:0046645,positive regulation of gamma-delta T cell activation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2264,GO:0045586,regulation of gamma-delta T cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2265,GO:0090649,response to oxygen-glucose deprivation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2266,GO:0010561,negative regulation of glycoprotein biosynthetic process,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2267,GO:1990948,ubiquitin ligase inhibitor activity,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2268,GO:1900864,mitochondrial RNA modification,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2269,GO:1905208,negative regulation of cardiocyte differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2270,GO:0006307,DNA alkylation repair,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2271,GO:2000739,regulation of mesenchymal stem cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2272,GO:0030656,regulation of vitamin metabolic process,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2273,GO:0098598,learned vocalization behavior or vocal learning,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2274,GO:0061470,T follicular helper cell differentiation,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2275,GO:0002887,negative regulation of myeloid leukocyte mediated immunity,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2276,GO:0002759,regulation of antimicrobial humoral response,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2277,GO:0070697,activin receptor binding,molecular_function,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2278,GO:0035767,endothelial cell chemotaxis,biological_process,0.1653730735688852,0.332124860783145,1/321 (0.31%),11/19699 (0.06%)
2279,GO:0070663,regulation of leukocyte proliferation,biological_process,0.16566082101890814,0.3325568323699748,7/321 (2.18%),276/19699 (1.40%)
2280,GO:0021987,cerebral cortex development,biological_process,0.16601915412826465,0.3329840790732109,4/321 (1.25%),131/19699 (0.67%)
2281,GO:0035591,signaling adaptor activity,molecular_function,0.16601915412826465,0.3329840790732109,4/321 (1.25%),131/19699 (0.67%)
2282,GO:2000772,regulation of cellular senescence,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2283,GO:0072528,pyrimidine-containing compound biosynthetic process,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2284,GO:0060412,ventricular septum morphogenesis,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2285,GO:0010453,regulation of cell fate commitment,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2286,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2287,GO:0043029,T cell homeostasis,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2288,GO:0043038,amino acid activation,biological_process,0.166553583665117,0.3330344047336131,2/321 (0.62%),45/19699 (0.23%)
2289,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,biological_process,0.16714096076412724,0.3340629595709216,6/321 (1.87%),227/19699 (1.15%)
2290,GO:0051216,cartilage development,biological_process,0.16867924961142355,0.33699036467546295,5/321 (1.56%),179/19699 (0.91%)
2291,GO:0051604,protein maturation,biological_process,0.168904417361046,0.3372929835346892,12/321 (3.74%),537/19699 (2.73%)
2292,GO:0043244,regulation of protein-containing complex disassembly,biological_process,0.16917355134627712,0.33762392160557897,4/321 (1.25%),132/19699 (0.67%)
2293,GO:1900542,regulation of purine nucleotide metabolic process,biological_process,0.16929143545658812,0.33762392160557897,3/321 (0.93%),87/19699 (0.44%)
2294,GO:0007422,peripheral nervous system development,biological_process,0.16929143545658812,0.33762392160557897,3/321 (0.93%),87/19699 (0.44%)
2295,GO:0070727,cellular macromolecule localization,biological_process,0.17017320671959948,0.33923465468449776,38/321 (11.84%),1989/19699 (10.10%)
2296,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,biological_process,0.17136211995157932,0.341455996089847,5/321 (1.56%),180/19699 (0.91%)
2297,GO:0007411,axon guidance,biological_process,0.1718482076712829,0.3416165938739405,6/321 (1.87%),229/19699 (1.16%)
2298,GO:0002221,pattern recognition receptor signaling pathway,biological_process,0.17234901459497967,0.3416165938739405,4/321 (1.25%),133/19699 (0.68%)
2299,GO:0045667,regulation of osteoblast differentiation,biological_process,0.17234901459497967,0.3416165938739405,4/321 (1.25%),133/19699 (0.68%)
2300,GO:0010907,positive regulation of glucose metabolic process,biological_process,0.17235651548339484,0.3416165938739405,2/321 (0.62%),46/19699 (0.23%)
2301,GO:0021575,hindbrain morphogenesis,biological_process,0.17235651548339484,0.3416165938739405,2/321 (0.62%),46/19699 (0.23%)
2302,GO:0060976,coronary vasculature development,biological_process,0.17235651548339484,0.3416165938739405,2/321 (0.62%),46/19699 (0.23%)
2303,GO:1900225,regulation of NLRP3 inflammasome complex assembly,biological_process,0.17235651548339484,0.3416165938739405,2/321 (0.62%),46/19699 (0.23%)
2304,GO:0006140,regulation of nucleotide metabolic process,biological_process,0.17330009647566968,0.3416165938739405,3/321 (0.93%),88/19699 (0.45%)
2305,GO:0060993,kidney morphogenesis,biological_process,0.17330009647566968,0.3416165938739405,3/321 (0.93%),88/19699 (0.45%)
2306,GO:0046620,regulation of organ growth,biological_process,0.17330009647566968,0.3416165938739405,3/321 (0.93%),88/19699 (0.45%)
2307,GO:0097485,neuron projection guidance,biological_process,0.17422237903916912,0.3416165938739405,6/321 (1.87%),230/19699 (1.17%)
2308,GO:0051087,protein-folding chaperone binding,molecular_function,0.17554512301141562,0.3416165938739405,4/321 (1.25%),134/19699 (0.68%)
2309,GO:0010975,regulation of neuron projection development,biological_process,0.17639937891584143,0.3416165938739405,10/321 (3.12%),436/19699 (2.21%)
2310,GO:0000287,magnesium ion binding,molecular_function,0.1766100430811532,0.3416165938739405,6/321 (1.87%),231/19699 (1.17%)
2311,GO:0061462,protein localization to lysosome,biological_process,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2312,GO:0045058,T cell selection,biological_process,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2313,GO:0061733,protein-lysine-acetyltransferase activity,molecular_function,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2314,GO:0005669,transcription factor TFIID complex,cellular_component,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2315,GO:0090224,regulation of spindle organization,biological_process,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2316,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",biological_process,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2317,GO:0000152,nuclear ubiquitin ligase complex,cellular_component,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2318,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,biological_process,0.17819211723334652,0.3416165938739405,2/321 (0.62%),47/19699 (0.24%)
2319,GO:0007611,learning or memory,biological_process,0.17845000553005633,0.3416165938739405,7/321 (2.18%),282/19699 (1.43%)
2320,GO:0051641,cellular localization,biological_process,0.17860717887478597,0.3416165938739405,50/321 (15.58%),2694/19699 (13.68%)
2321,GO:0048660,regulation of smooth muscle cell proliferation,biological_process,0.17876145420851788,0.3416165938739405,4/321 (1.25%),135/19699 (0.69%)
2322,GO:0002821,positive regulation of adaptive immune response,biological_process,0.17876145420851788,0.3416165938739405,4/321 (1.25%),135/19699 (0.69%)
2323,GO:0050680,negative regulation of epithelial cell proliferation,biological_process,0.17876145420851788,0.3416165938739405,4/321 (1.25%),135/19699 (0.69%)
2324,GO:0031074,nucleocytoplasmic transport complex,cellular_component,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2325,GO:0140333,glycerophospholipid flippase activity,molecular_function,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2326,GO:0031293,membrane protein intracellular domain proteolysis,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2327,GO:0090084,negative regulation of inclusion body assembly,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2328,GO:0002645,positive regulation of tolerance induction,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2329,GO:1901862,negative regulation of muscle tissue development,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2330,GO:0048635,negative regulation of muscle organ development,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2331,GO:0033687,osteoblast proliferation,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2332,GO:0071233,cellular response to L-leucine,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2333,GO:0006995,cellular response to nitrogen starvation,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2334,GO:0043562,cellular response to nitrogen levels,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2335,GO:0046051,UTP metabolic process,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2336,GO:0071257,cellular response to electrical stimulus,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2337,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,molecular_function,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2338,GO:0061763,multivesicular body-lysosome fusion,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2339,GO:1902931,negative regulation of alcohol biosynthetic process,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2340,GO:0004000,adenosine deaminase activity,molecular_function,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2341,GO:1901525,negative regulation of mitophagy,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2342,GO:1903147,negative regulation of autophagy of mitochondrion,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2343,GO:0002320,lymphoid progenitor cell differentiation,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2344,GO:0000815,ESCRT III complex,cellular_component,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2345,GO:1900116,extracellular negative regulation of signal transduction,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2346,GO:1900115,extracellular regulation of signal transduction,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2347,GO:0000346,transcription export complex,cellular_component,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2348,GO:0051081,nuclear membrane disassembly,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2349,GO:0141221,"histone deacetylase activity, hydrolytic mechanism",molecular_function,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
2350,GO:0021889,olfactory bulb interneuron differentiation,biological_process,0.17898112128243593,0.3416165938739405,1/321 (0.31%),12/19699 (0.06%)
